task,sequence,query,training,old_eval,fixed_eval,category,old_duplicate_name,negative4m,excluded1m,observed_state
S08_3d_loop_rich_C01__ellipse,116895,20,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S08_3d_loop_rich_C01__ellipse,116895,21,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S08_3d_loop_rich_C01__ellipse,116895,22,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S08_3d_loop_rich_C01__ellipse,116895,23,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S08_3d_loop_rich_C01__ellipse,116895,24,positive,matched,matched,position_valid,False,False,False,1
S08_3d_loop_rich_C01__ellipse,116895,25,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S08_3d_loop_rich_C01__ellipse,116895,26,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S08_3d_loop_rich_C01__ellipse,116895,27,unknown,not_selected,not_selected,observed_excluded_at1m_but_not_original4m,True,False,True,1
S08_3d_loop_rich_C01__ellipse,116895,28,unknown,false_positive,false_positive,observed_excluded_at1m_but_not_original4m,True,False,True,1
S08_3d_loop_rich_C01__ellipse,116895,29,unknown,false_positive,false_positive,observed_excluded_at1m_but_not_original4m,True,False,True,1
S08_3d_loop_rich_C01__ellipse,116895,30,unknown,unresolved,false_positive,missing_observation_or_exclusion_evidence,False,False,False,0
S08_3d_loop_rich_C01__ellipse,116895,31,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S08_3d_loop_rich_C01__ellipse,116861,0,negative,false_positive,false_positive,position_negative_original4m,False,True,True,1
S08_3d_loop_rich_C01__ellipse,116861,1,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S08_3d_loop_rich_C01__ellipse,116861,2,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S08_3d_loop_rich_C01__ellipse,116861,3,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S08_3d_loop_rich_C01__ellipse,116861,4,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S08_3d_loop_rich_C01__ellipse,116861,5,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S08_3d_loop_rich_C01__ellipse,116861,6,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S08_3d_loop_rich_C01__ellipse,116861,7,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S08_3d_loop_rich_C01__ellipse,116861,8,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S08_3d_loop_rich_C01__ellipse,116861,9,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S08_3d_loop_rich_C01__ellipse,116861,10,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S08_3d_loop_rich_C01__ellipse,116861,11,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S08_3d_loop_rich_C01__ellipse,116861,12,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S08_3d_loop_rich_C01__ellipse,116861,13,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S08_3d_loop_rich_C01__ellipse,116861,14,positive,matched,matched,position_valid,False,False,False,1
S08_3d_loop_rich_C01__ellipse,116861,15,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S08_3d_loop_rich_C01__ellipse,116861,16,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S08_3d_loop_rich_C01__ellipse,116861,17,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S08_3d_loop_rich_C01__ellipse,116861,18,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S08_3d_loop_rich_C01__ellipse,116861,19,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S08_3d_loop_rich_C01__ellipse,116861,20,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S08_3d_loop_rich_C01__ellipse,116861,21,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S08_3d_loop_rich_C01__ellipse,116861,22,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S08_3d_loop_rich_C01__ellipse,116861,23,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S08_3d_loop_rich_C01__ellipse,116861,24,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S08_3d_loop_rich_C01__ellipse,116861,25,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S08_3d_loop_rich_C01__ellipse,116861,26,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S08_3d_loop_rich_C01__ellipse,116861,27,unknown,false_positive,false_positive,observed_excluded_at1m_but_not_original4m,True,False,True,1
S08_3d_loop_rich_C01__ellipse,116861,28,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S08_3d_loop_rich_C01__ellipse,116861,29,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S08_3d_loop_rich_C01__ellipse,116861,30,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S08_3d_loop_rich_C01__ellipse,116861,31,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S10_3d_complex_C04__ellipse,192651,0,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S10_3d_complex_C04__ellipse,192651,1,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S10_3d_complex_C04__ellipse,192651,2,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S10_3d_complex_C04__ellipse,192651,3,negative,false_positive,false_positive,position_negative_original4m,False,True,True,1
S10_3d_complex_C04__ellipse,192651,4,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S10_3d_complex_C04__ellipse,192651,5,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S10_3d_complex_C04__ellipse,192651,6,unknown,unresolved,unresolved,missing_observation_or_exclusion_evidence,False,False,False,0
S10_3d_complex_C04__ellipse,192651,7,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S10_3d_complex_C04__ellipse,192651,8,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S10_3d_complex_C04__ellipse,192651,9,positive,matched,matched,position_valid,False,False,False,1
S10_3d_complex_C04__ellipse,192651,10,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S10_3d_complex_C04__ellipse,192651,11,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S10_3d_complex_C04__ellipse,192651,12,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S10_3d_complex_C04__ellipse,192651,13,unknown,unresolved,unresolved,missing_observation_or_exclusion_evidence,False,False,False,0
S10_3d_complex_C04__ellipse,192651,14,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S10_3d_complex_C04__ellipse,192651,15,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S10_3d_complex_C04__ellipse,192651,16,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S10_3d_complex_C04__ellipse,192651,17,negative,false_positive,false_positive,position_negative_original4m,False,True,True,1
S10_3d_complex_C04__ellipse,192651,18,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S10_3d_complex_C04__ellipse,192651,19,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S10_3d_complex_C04__ellipse,192651,20,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S10_3d_complex_C04__ellipse,192651,21,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S10_3d_complex_C04__ellipse,192651,22,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S10_3d_complex_C04__ellipse,192651,23,unknown,not_selected,not_selected,observed_excluded_at1m_but_not_original4m,True,False,True,1
S10_3d_complex_C04__ellipse,192651,24,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S10_3d_complex_C04__ellipse,192651,25,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S10_3d_complex_C04__ellipse,192651,26,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S10_3d_complex_C04__ellipse,192651,27,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S10_3d_complex_C04__ellipse,192651,28,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S10_3d_complex_C04__ellipse,192651,29,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S10_3d_complex_C04__ellipse,192651,30,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S10_3d_complex_C04__ellipse,192651,31,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S03_flat_unicyclic_small_C04__rounded_rectangle,29342,0,unknown,false_positive,false_positive,observed_excluded_at1m_but_not_original4m,True,False,True,1
S03_flat_unicyclic_small_C04__rounded_rectangle,29342,1,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S03_flat_unicyclic_small_C04__rounded_rectangle,29342,2,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S03_flat_unicyclic_small_C04__rounded_rectangle,29342,3,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S03_flat_unicyclic_small_C04__rounded_rectangle,29342,4,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S03_flat_unicyclic_small_C04__rounded_rectangle,29342,5,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S03_flat_unicyclic_small_C04__rounded_rectangle,29342,6,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S03_flat_unicyclic_small_C04__rounded_rectangle,29342,7,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S03_flat_unicyclic_small_C04__rounded_rectangle,29342,8,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S03_flat_unicyclic_small_C04__rounded_rectangle,29342,9,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S03_flat_unicyclic_small_C04__rounded_rectangle,29342,10,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S03_flat_unicyclic_small_C04__rounded_rectangle,29342,11,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S03_flat_unicyclic_small_C04__rounded_rectangle,29342,12,positive,matched,matched,position_valid,False,False,False,1
S03_flat_unicyclic_small_C04__rounded_rectangle,29342,13,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S03_flat_unicyclic_small_C04__rounded_rectangle,29342,14,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S03_flat_unicyclic_small_C04__rounded_rectangle,29342,15,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S03_flat_unicyclic_small_C04__rounded_rectangle,29342,16,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S03_flat_unicyclic_small_C04__rounded_rectangle,29342,17,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S03_flat_unicyclic_small_C04__rounded_rectangle,29342,18,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S03_flat_unicyclic_small_C04__rounded_rectangle,29342,19,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S03_flat_unicyclic_small_C04__rounded_rectangle,29342,20,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S03_flat_unicyclic_small_C04__rounded_rectangle,29342,21,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S03_flat_unicyclic_small_C04__rounded_rectangle,29342,22,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S03_flat_unicyclic_small_C04__rounded_rectangle,29342,23,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S03_flat_unicyclic_small_C04__rounded_rectangle,29342,24,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S03_flat_unicyclic_small_C04__rounded_rectangle,29342,25,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S03_flat_unicyclic_small_C04__rounded_rectangle,29342,26,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S03_flat_unicyclic_small_C04__rounded_rectangle,29342,27,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S03_flat_unicyclic_small_C04__rounded_rectangle,29342,28,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S03_flat_unicyclic_small_C04__rounded_rectangle,29342,29,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S03_flat_unicyclic_small_C04__rounded_rectangle,29342,30,unknown,not_selected,not_selected,observed_excluded_at1m_but_not_original4m,True,False,True,1
S03_flat_unicyclic_small_C04__rounded_rectangle,29342,31,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S02_3d_tree_small_C05__c1_mixed,16703,0,unknown,unresolved,unresolved,observed_excluded_at1m_but_not_original4m,False,False,True,1
S02_3d_tree_small_C05__c1_mixed,16703,1,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S02_3d_tree_small_C05__c1_mixed,16703,2,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S02_3d_tree_small_C05__c1_mixed,16703,3,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S02_3d_tree_small_C05__c1_mixed,16703,4,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S02_3d_tree_small_C05__c1_mixed,16703,5,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S02_3d_tree_small_C05__c1_mixed,16703,6,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S02_3d_tree_small_C05__c1_mixed,16703,7,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S02_3d_tree_small_C05__c1_mixed,16703,8,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S02_3d_tree_small_C05__c1_mixed,16703,9,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S02_3d_tree_small_C05__c1_mixed,16703,10,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S02_3d_tree_small_C05__c1_mixed,16703,11,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S02_3d_tree_small_C05__c1_mixed,16703,12,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S02_3d_tree_small_C05__c1_mixed,16703,13,positive,matched,matched,position_valid,False,False,False,1
S02_3d_tree_small_C05__c1_mixed,16703,14,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S02_3d_tree_small_C05__c1_mixed,16703,15,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S02_3d_tree_small_C05__c1_mixed,16703,16,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S02_3d_tree_small_C05__c1_mixed,16703,17,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S02_3d_tree_small_C05__c1_mixed,16703,18,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S02_3d_tree_small_C05__c1_mixed,16703,19,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S02_3d_tree_small_C05__c1_mixed,16703,20,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S02_3d_tree_small_C05__c1_mixed,16703,21,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S02_3d_tree_small_C05__c1_mixed,16703,22,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S02_3d_tree_small_C05__c1_mixed,16703,23,unknown,false_positive,false_positive,observed_excluded_at1m_but_not_original4m,True,False,True,1
S02_3d_tree_small_C05__c1_mixed,16703,24,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S02_3d_tree_small_C05__c1_mixed,16703,25,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S02_3d_tree_small_C05__c1_mixed,16703,26,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S02_3d_tree_small_C05__c1_mixed,16703,27,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S02_3d_tree_small_C05__c1_mixed,16703,28,unknown,not_selected,not_selected,observed_excluded_at1m_but_not_original4m,True,False,True,1
S02_3d_tree_small_C05__c1_mixed,16703,29,unknown,false_positive,false_positive,observed_excluded_at1m_but_not_original4m,True,False,True,1
S02_3d_tree_small_C05__c1_mixed,16703,30,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S02_3d_tree_small_C05__c1_mixed,16703,31,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S10_3d_complex_C04__rounded_rectangle,192653,0,unknown,false_positive,false_positive,observed_excluded_at1m_but_not_original4m,True,False,True,1
S10_3d_complex_C04__rounded_rectangle,192653,1,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S10_3d_complex_C04__rounded_rectangle,192653,2,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S10_3d_complex_C04__rounded_rectangle,192653,3,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S10_3d_complex_C04__rounded_rectangle,192653,4,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S10_3d_complex_C04__rounded_rectangle,192653,5,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S10_3d_complex_C04__rounded_rectangle,192653,6,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S10_3d_complex_C04__rounded_rectangle,192653,7,unknown,unresolved,unresolved,missing_observation_or_exclusion_evidence,False,False,False,0
S10_3d_complex_C04__rounded_rectangle,192653,8,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S10_3d_complex_C04__rounded_rectangle,192653,9,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S10_3d_complex_C04__rounded_rectangle,192653,10,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S10_3d_complex_C04__rounded_rectangle,192653,11,negative,not_selected,not_selected,position_negative_original4m,False,True,True,2
S10_3d_complex_C04__rounded_rectangle,192653,12,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S10_3d_complex_C04__rounded_rectangle,192653,13,negative,not_selected,not_selected,position_negative_original4m,False,True,True,2
S10_3d_complex_C04__rounded_rectangle,192653,14,unknown,unresolved,false_positive,missing_observation_or_exclusion_evidence,False,False,False,0
S10_3d_complex_C04__rounded_rectangle,192653,15,unknown,unresolved,unresolved,missing_observation_or_exclusion_evidence,False,False,False,0
S10_3d_complex_C04__rounded_rectangle,192653,16,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S10_3d_complex_C04__rounded_rectangle,192653,17,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S10_3d_complex_C04__rounded_rectangle,192653,18,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S10_3d_complex_C04__rounded_rectangle,192653,19,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S10_3d_complex_C04__rounded_rectangle,192653,20,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S10_3d_complex_C04__rounded_rectangle,192653,21,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S10_3d_complex_C04__rounded_rectangle,192653,22,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S10_3d_complex_C04__rounded_rectangle,192653,23,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S10_3d_complex_C04__rounded_rectangle,192653,24,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S10_3d_complex_C04__rounded_rectangle,192653,25,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S10_3d_complex_C04__rounded_rectangle,192653,26,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S10_3d_complex_C04__rounded_rectangle,192653,27,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S10_3d_complex_C04__rounded_rectangle,192653,28,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S10_3d_complex_C04__rounded_rectangle,192653,29,unknown,unresolved,false_positive,missing_observation_or_exclusion_evidence,False,False,False,0
S10_3d_complex_C04__rounded_rectangle,192653,30,positive,matched,matched,position_valid,False,False,False,1
S10_3d_complex_C04__rounded_rectangle,192653,31,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S10_3d_complex_C04__ellipse,192652,0,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S10_3d_complex_C04__ellipse,192652,1,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S10_3d_complex_C04__ellipse,192652,2,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S10_3d_complex_C04__ellipse,192652,3,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S10_3d_complex_C04__ellipse,192652,4,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S10_3d_complex_C04__ellipse,192652,5,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S10_3d_complex_C04__ellipse,192652,6,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S10_3d_complex_C04__ellipse,192652,7,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S10_3d_complex_C04__ellipse,192652,8,unknown,not_selected,not_selected,observed_excluded_at1m_but_not_original4m,False,False,True,1
S10_3d_complex_C04__ellipse,192652,9,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S10_3d_complex_C04__ellipse,192652,10,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S10_3d_complex_C04__ellipse,192652,11,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S10_3d_complex_C04__ellipse,192652,12,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S10_3d_complex_C04__ellipse,192652,13,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S10_3d_complex_C04__ellipse,192652,14,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S10_3d_complex_C04__ellipse,192652,15,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S10_3d_complex_C04__ellipse,192652,16,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S10_3d_complex_C04__ellipse,192652,17,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S10_3d_complex_C04__ellipse,192652,18,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S10_3d_complex_C04__ellipse,192652,19,negative,not_selected,not_selected,position_negative_original4m,False,True,True,2
S10_3d_complex_C04__ellipse,192652,20,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S10_3d_complex_C04__ellipse,192652,21,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S10_3d_complex_C04__ellipse,192652,22,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S10_3d_complex_C04__ellipse,192652,23,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S10_3d_complex_C04__ellipse,192652,24,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S10_3d_complex_C04__ellipse,192652,25,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S10_3d_complex_C04__ellipse,192652,26,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S10_3d_complex_C04__ellipse,192652,27,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S10_3d_complex_C04__ellipse,192652,28,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S10_3d_complex_C04__ellipse,192652,29,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S10_3d_complex_C04__ellipse,192652,30,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S10_3d_complex_C04__ellipse,192652,31,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S06_3d_branch_medium_C02__rounded_rectangle,72155,0,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__rounded_rectangle,72155,1,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S06_3d_branch_medium_C02__rounded_rectangle,72155,2,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__rounded_rectangle,72155,3,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__rounded_rectangle,72155,4,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__rounded_rectangle,72155,5,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__rounded_rectangle,72155,6,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__rounded_rectangle,72155,7,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__rounded_rectangle,72155,8,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__rounded_rectangle,72155,9,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__rounded_rectangle,72155,10,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S06_3d_branch_medium_C02__rounded_rectangle,72155,11,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__rounded_rectangle,72155,12,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__rounded_rectangle,72155,13,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S06_3d_branch_medium_C02__rounded_rectangle,72155,14,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__rounded_rectangle,72155,15,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__rounded_rectangle,72155,16,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__rounded_rectangle,72155,17,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__rounded_rectangle,72155,18,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S06_3d_branch_medium_C02__rounded_rectangle,72155,19,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S06_3d_branch_medium_C02__rounded_rectangle,72155,20,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__rounded_rectangle,72155,21,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__rounded_rectangle,72155,22,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
